Report: Tencent wants to distribute Apex Legends in China ,,http://www.gamasutra.com/view/news/336830/Report_Tencent_wants_to_distribute_Apex_Legends_in_China.php
Tencent in talks to bring Apex Legends to China - Report,,https://www.gamesindustry.biz/articles/2019-02-15-tencent-in-talks-to-bring-apex-legends-to-china-report
Tencent joins Netmarble consortium in Nexon bid,,https://www.gamesindustry.biz/articles/2019-02-15-tencent-joins-netmarble-consortium-in-nexon-bid
Report: Netmarble and Tencent could buy Nexon as part of consortium ,,http://www.gamasutra.com/view/news/336696/Report_Netmarble_and_Tencent_could_buy_Nexon_as_part_of_consortium.php
"Kingdom Hearts III, Resident Evil 2 can't stop January US sales dip: NPD Group finds gaming revenues down 19% year-over-year to $893 million; growth of Switch sales offset by declines in all other platforms",,https://www.gamesindustry.biz/articles/2019-02-20-kingdom-hearts-iii-resident-evil-2-cant-stop-january-us-sales-dip
"Revenue down by 5.4% at Rovio, but games segment holds firm ",,http://www.gamasutra.com/view/news/336689/Revenue_down_by_54_at_Rovio_but_games_segment_holds_firm.php
Com2uS acquires majority stake in visual novel developer Day 7 ,,http://www.gamasutra.com/view/news/337047/Com2uS_acquires_majority_stake_in_visual_novel_developer_Day_7.php
That's a wrap: Valve is axing Steam's video section ,,http://www.gamasutra.com/view/news/337112/Thats_a_wrap_Valve_is_axing_Steams_video_section.php
Valve retires non-gaming content from video on-demand service: Blockbuster movies fail to find traction on Steam,,https://www.gamesindustry.biz/articles/2019-02-20-valve-retires-non-gaming-content-from-video-on-demand-service
Razer Game Store shutting down after 10 months ,,http://www.gamasutra.com/view/news/336908/Razer_Game_Store_shutting_down_after_10_months.php
Live support for Heroes of Newerth scaled back to essentials only: Former League of Legends rival to receive one last major update after ten years of live service,,https://www.gamesindustry.biz/articles/2019-02-20-live-support-for-heroes-of-newerth-scaled-back-to-essentials-only
eSports: a new frontier for the advertising law and image rights? ,,https://www.lexology.com/library/detail.aspx?g=eb173d34-c85a-4b51-9022-89f4ca35c0bc
EA opts Origin users out of “real-name sharing” after complaints,,https://arstechnica.com/gaming/2019/02/ea-opts-origin-users-out-of-real-name-sharing-after-complaints/
Don't Miss: Common problems when translating games into Japanese ,,https://www.gamasutra.com/view/news/328996/Common_problems_when_translating_games_into_Japanese.php
Anthem review: BioWare’s sky-high gaming ambition crashes back to Earth,,https://arstechnica.com/gaming/2019/02/anthem-game-review-honestly-its-not-finished/
'Human Eye Resolution' VR Is a Treat If You Know Where to Look,,https://gizmodo.com/human-eye-resolution-vr-is-a-treat-if-you-know-where-to-1832663167
Retina resolution headset puts the “reality” into “virtual reality”,,https://arstechnica.com/gadgets/2019/02/retina-resolution-headset-puts-the-reality-into-virtual-reality/
"After Machinima Shutdown, Rooster Teeth Revives ‘Inside Gaming’ and Rescues Other Machinima Shows",,https://variety.com/2019/digital/news/machinima-rooster-teeth-inside-gaming-1203136988/
"Nintendo's greatest strength this generation is self-acceptance | Opinion: The platform holder has returned to its roots, and it is stronger and more well-rounded as a result",,https://www.gamesindustry.biz/articles/2019-02-14-nintendos-greatest-strength-this-generation-is-self-acceptance-opinion
"Dealmaster: As Switch sales slow, Nintendo launches a new bundle",,https://arstechnica.com/gaming/2019/02/dealmaster-nintendo-is-now-bundling-the-switch-with-35-eshop-credit/
Porn Star Comes To The Nintendo Switch,,https://kotaku.com/porn-star-comes-to-the-nintendo-switch-1832643719
Report: Early adopters of the Nintendo Switch weren't in target demographic ,,http://www.gamasutra.com/view/news/336828/Report_Early_adopters_of_the_Nintendo_Switch_werent_in_target_demographic.php
Tetris 99 isn’t just a great twist on a classic—it’s a gameplay revolution,,https://arstechnica.com/gaming/2019/02/tetris-99-isnt-just-a-great-twist-on-a-classic-its-a-gameplay-revolution/
Breaking down categories of action in strategy games ,,http://www.gamasutra.com/blogs/BrandonCasteel/20190218/336847/Categories_of_Action_in_Strategy_Gaming.php
"Insights: How Marshmello, MassMutual and Microsoft Are Remaking Content Marketing",,https://www.tubefilter.com/2019/02/15/marshmello-fortnite-massmutual-microsoft-remake-content-marketing/
"BOY, God of War won big at the DICE Awards ",,http://www.gamasutra.com/view/news/336604/BOY_God_of_War_won_big_at_the_DICE_Awards.php
"God of War sweeps 2019 DICE Awards: Meanwhile, Halo boss Bonnie Ross welcomed into Hall of Fame and Celeste wins two categories",,https://www.gamesindustry.biz/articles/2019-02-14-god-of-war-sweeps-2019-dice-awards
Getting to the heart of art in the delightfully strange Art Sqool ,,http://www.gamasutra.com/view/news/336405/Getting_to_the_heart_of_art_in_the_delightfully_strange_Art_Sqool.php
Enjoy a '93 video tour of id Software while Doom was being made ,,http://www.gamasutra.com/view/news/336725/Enjoy_a_93_video_tour_of_id_Software_while_Doom_was_being_made.php
Blog: What is a meta-game? ,,http://gamasutra.com/blogs/StanislavCostiuc/20190212/336413/What_Is_A_MetaGame.php
Blog: Examining the issues with battle royale game design ,,http://www.gamasutra.com/blogs/JoshBycer/20190215/336493/Examining_My_Gameplay_Issue_With_Battle_Royale_Design.php
DIGITAL,,0
The U.S. is About to Hit Facebook With a Multi-Billion Dollar Fine: It could be the largest tech fine in history.,,https://futurism.com/ftc-facebook-multi-billion-fine
Facebook may face multi-billion dollar fine for Cambridge Analytica scandal,,https://arstechnica.com/tech-policy/2019/02/facebook-may-face-multi-billion-dollar-fine-for-cambridge-analytica-scandal/
"Facebook is a law-breaking “digital gangster,” UK government report says",,https://arstechnica.com/tech-policy/2019/02/facebook-is-a-law-breaking-digital-gangster-uk-government-report-says/
"It’s time for a “radical shift in the balance of power between the platforms and the people,” the British parliament says: Facebook acts like “digital gangsters,” “Mark Zuckerberg has shown contempt” toward governments",,http://www.niemanlab.org/2019/02/its-time-for-a-radical-shift-in-the-balance-of-power-between-the-platforms-and-the-people-the-british-parliament-says/
"Facebook, Google, CDC under pressure to stop anti-vax garbage from spreading",,https://arstechnica.com/science/2019/02/facebook-working-on-additional-changes-to-beat-down-anti-vaxxers/
"Behold, the Facebook phishing scam that could dupe even vigilant users",,https://arstechnica.com/information-technology/2019/02/behold-the-facebook-phishing-scam-that-could-dupe-even-vigilant-users/
"Leaked Zuckerberg Email Reveals Facebook’s XR Strategy, ‘Our goal is not only to win, but to accelerate its arrival’",,https://www.roadtovr.com/report-zuckerberg-email-facebooks-xr-strategy-goal-unity/
The Hatebook: Inside Facebook’s thriving subculture of racism,,https://www.dailydot.com/layer8/hate-speech-facebook/
Facebook Blames Users for Its Latest Privacy Scandal as Lawmakers Ask to Chat,,https://gizmodo.com/facebook-blames-users-for-its-latest-privacy-scandal-as-1832738104
Roger McNamee: ‘It’s bigger than Facebook. This is a problem with the entire industry’,,https://www.theguardian.com/books/2019/feb/16/roger-mcnamee-zucked-waking-up-to-the-facebook-catastrophe-interview
"Zuckerberg defends big tech, says Facebook should remain free",,https://www.nbcnews.com/tech/tech-news/zuckerberg-defends-big-tech-says-facebook-should-remain-free-n973566
Mark Zuckerberg is ‘potentially interested’ in putting Facebook login on the blockchain: ‘There’s a lot of things I think would be quite attractive about that’,,https://www.theverge.com/2019/2/20/18233338/facebook-login-blockchain-mark-zuckerberg
"Zuckerberg, forgetting about Facebook’s Portal: ‘We definitely don’t want a society where there’s a camera in everyone’s living room’",,https://www.cnbc.com/2019/02/20/mark-zuckerberg-raises-a-key-concern-around-facebooks-portal.html
‘They have no clue about network security’: China data leak exposes mass surveillance across Muslim Xinjiang,,https://www.hongkongfp.com/2019/02/20/no-clue-network-security-china-data-leak-exposes-mass-surveillance-across-muslim-xinjiang/
"When surveillance meets incompetence: Evil, and poorly done at that",,https://techcrunch.com/2019/02/19/when-surveillance-meets-incompetence/
A Court Just Sent a Man to Prison For 3D Printing a Gun,,https://futurism.com/man-prison-sentence-3d-printed-rifle
Someone Impersonated New Jersey's Attorney General To Demand Cloudflare Takedown 3d Printed Gun Instructions,,https://www.techdirt.com/articles/20190213/15394341589/someone-impersonated-new-jerseys-attorney-general-to-demand-cloudflare-takedown-3d-printed-gun-instructions.shtml
"Florida inmate says prison sold him $569 of music, then took it away",,https://arstechnica.com/tech-policy/2019/02/florida-inmate-says-prison-sold-him-569-of-music-then-took-it-away/
Hollywood tries to cripple several alleged pirate TV services in one lawsuit,,https://arstechnica.com/tech-policy/2019/02/pirate-tv-provider-lied-about-paying-for-licensing-hollywood-lawsuit-says/
Study Reinforces How Much The Internet Has Enabled Content Creators To Make Money,,https://www.techdirt.com/articles/20190213/17391941590/study-reinforces-how-much-internet-has-enabled-content-creators-to-make-money.shtml
Sony Using Copyright To Take Down Its Own Anti-Piracy Propaganda,,https://www.techdirt.com/articles/20190208/15395941560/sony-using-copyright-to-take-down-own-anti-piracy-propaganda.shtml
HuffPost Fires Social Media Editor For Being Incredibly Racist On Social Media,,https://theconcourse.deadspin.com/huffington-post-fires-social-media-editor-for-being-inc-1832764183
Disinformation and ‘fake news’: Final Report published,,https://www.parliament.uk/business/committees/committees-a-z/commons-select/digital-culture-media-and-sport-committee/news/fake-news-report-published-17-19/
This Site Uses Deep Learning to Generate Fake Airbnb Listings: The future of the internet is lots and lots of fake stuff.,,https://futurism.com/fake-airbnb-listings-machine-learning
Twitter CEO Says Users Could Get a Feature to 'Clarify' Their Bad Tweets,,https://gizmodo.com/twitter-ceo-says-users-could-get-a-feature-to-clarify-t-1832640498
Another Politician Probably Violated the First Amendment By Blocking a Constituent on Twitter–Campbell v. Reisch (Eric Goldman),,https://blog.ericgoldman.org/archives/2019/02/another-politician-probably-violated-the-first-amendment-by-blocking-a-constituent-on-twitter-campbell-v-reisch.htm
"Indian Lawmakers Considering TikTok Ban, Calling App “Inimical To Law And Order”",,https://www.tubefilter.com/2019/02/14/indian-lawmakers-tiktok-ban/
European Parliament Approves Controversial “Meme Ban”,,https://futurism.com/the-eu-agreed-on-the-final-text-of-a-meme-ban
The EU’s Digital Copyright Directive - where are we now? ,,https://www.lexology.com/library/detail.aspx?g=113d330c-c638-42ab-a0a0-94023e09c1cf
EU Moves Forward With Agreement To Fundamentally Change The Internet From Open To Closed,,https://www.techdirt.com/articles/20190213/12071341588/eu-moves-forward-with-agreement-to-fundamentally-change-internet-open-to-closed.shtml
The Copyright in the Digital Single Market Directive: text agreed in trialogue discussions,,https://www.lexology.com/library/detail.aspx?g=cd364ba8-749a-4038-b73a-0e8dad915515
EU Commission Decides To Mock The Public; Insists Fears About EU Copyright Directive Are All Myths,,https://www.techdirt.com/articles/20190215/18005841607/eu-commission-decides-to-mock-public-insists-fears-about-eu-copyright-directive-are-all-myths.shtml
As EU Politicians Insist That It's All Just 'Bots' And 'Astroturf' Tons Of People Showing Up In Real Life To Protest,,https://www.techdirt.com/articles/20190217/00005941617/as-eu-politicians-insist-that-all-just-bots-astroturf-tons-people-showing-up-real-life-to-protest.shtml
Beijing’s denial of Huawei control bucks expert analysis,,https://www.thestar.com/vancouver/2019/02/18/beijings-denial-of-huawei-control-bucks-expert-analysis.html
Can Russia Actually 'Unplug' From The Internet?,,https://www.techdirt.com/articles/20190214/17032141596/can-russia-actually-unplug-internet.shtml
Nestle and others have suspended YouTube ads over news of a pedophile network on the site,,https://www.cnbc.com/2019/02/20/disney-pulls-youtube-ads-over-pedophile-network-report.html
Disney Reportedly Pulls YouTube Ads Over Child-Exploitation Controversy,,https://variety.com/2019/digital/news/disney-pulls-youtube-ads-over-child-exploitation-pedophile-controversy-1203144307/
Disney reportedly pulls ads from YouTube following child exploitation controversy: Following Nestlé and Epic Games,,https://www.theverge.com/2019/2/20/18233726/disney-ads-youtube-child-exploitation-scandal-adpocalypse
"The YouTube Pedophile Commenting Scandal, Explained: The predator problem has been public knowledge since at least 2017. But the online video giant has been done nothing meaningfully to fix it.",,https://www.fatherly.com/love-money/youtube-pedophile-comment-scandal-explained/
How YouTube reactionaries are breaking the news media,,https://www.cjr.org/analysis/youtube-breaking-news.php
Texas Study Finds Majority Of ‘Flat Earthers’ Are Indoctrinated On YouTube,,https://www.tubefilter.com/2019/02/18/study-majority-flat-earthers-indoctrinated-youtube/
Study blames YouTube for rise in number of Flat Earthers: Conspiracy theories shown on video-sharing site persuade people to doubt Earth is round,,https://www.theguardian.com/science/2019/feb/17/study-blames-youtube-for-rise-in-number-of-flat-earthers
YouTube revamps community guidelines strike system: In an effort to make policies clearer and consistent,,https://www.polygon.com/2019/2/19/18229534/youtube-community-guidelines-strike-policy-update
YouTube Is Changing Its Community Guidelines Strike System For The First Time In A Decade,,https://www.tubefilter.com/2019/02/19/youtube-changing-community-guidelines-strikes/
How Kids YouTube Star Blippi Used Copyright Law to Hide His Harlem Shake Poop Video: Someone claiming to represent Blippi filed DMCA copyright takedown requests to Google in order to get an embarrassing viral video hidden.,,../NoW archive/NoW archive/How Kids YouTube Star Blippi Used Copyright Law to Hide His Harlem Shake Poop Video Someone claiming to represent Blippi filed DMCA copyright takedown requests to Google in order to get an embarrassing viral video hidden.
German Politician Thinks Gmail Constituent Messages Are All Faked By Google,,https://www.techdirt.com/articles/20190216/01212441610/german-politician-thinks-gmail-constituent-messages-are-all-faked-google.shtml
Jimmy Fallon Becomes First Late-Night Host To Hit 20 Million YouTube Subscribers,,https://www.tubefilter.com/2019/02/21/jimmy-fallon-20-million-subscribers/
Vox lawyers briefly censored YouTubers who mocked The Verge’s bad PC build advice,,https://arstechnica.com/tech-policy/2019/02/the-verge-briefly-censored-youtubers-who-mocked-its-bad-pc-building-advice/
Users alarmed by undisclosed microphone in Nest Security System,,https://arstechnica.com/gadgets/2019/02/googles-nest-security-system-shipped-with-a-secret-microphone/
"Google Says Unlisted, Built-In Microphone on Nest Devices Wasn't Supposed to Be 'Secret'",,https://gizmodo.com/google-says-unlisted-built-in-microphone-on-nest-devic-1832751682
Google’s Waymo risks repeating Silicon Valley’s most famous blunder,,https://arstechnica.com/cars/2019/02/googles-waymo-risks-repeating-silicon-valleys-most-famous-blunder/
Google partially backtracks on Chrome changes that would break ad blockers,,https://arstechnica.com/gadgets/2019/02/google-partially-backtracks-on-chrome-changes-that-would-break-ad-blockers/
"Google Play apps with >10 million installs drain batteries, jack up data charges",,https://arstechnica.com/information-technology/2019/02/google-play-apps-with-10-million-installs-drains-batteries-jacks-up-data-charges/
YouTuber Matt Watson Uncovers “Wormhole” Of Fetishizing Comments On Videos Of Young Children,,https://www.tubefilter.com/2019/02/18/youtubewakeup-comments-youtube-videos-underage/
"Fitness Influencer ‘Scammer’ Brittany Dawn Is “Getting This Business In Order,” Though Some Fans Are Unconvinced",,https://www.tubefilter.com/2019/02/15/brittany-dawn-getting-business-in-order-some-unconvinced/
7-Year-Old YouTube Megastar Ryan ToysReview Is Getting His Own Nickelodeon Series,,https://www.tubefilter.com/2019/02/15/ryan-toysreview-nickelodeon-series/
Victoria Beckham Launching YouTube Fashion Channel,,https://variety.com/2019/digital/news/victoria-beckham-youtube-channel-fashion-week-1203139981/
Matthew Patrick Slams Defy Media’s Bank For Comparing Itself To YouTubers Who Lost Money,,https://www.tubefilter.com/2019/02/15/matthew-patrick-defy-media-creators-adsense-ally-bank/
The latest Instagram influencer frontier? Medical promotions.: Big pharma is partnering with influencers to sell new drugs and medical devices.,,https://www.vox.com/the-goods/2019/2/15/18211007/medical-sponcon-instagram-influencer-pharmaceutical
The Latest In Trademark Abuse Is Registering Marks To Obtain Ownership Of Instagram Accounts,,https://www.techdirt.com/articles/20190215/09163441598/latest-trademark-abuse-is-registering-marks-to-obtain-ownership-instagram-accounts.shtml
Meet The Beauty Influencer Who Isn’t Afraid To Say What She Thinks: Jackie Aina has been unapologetic about holding the makeup industry accountable to the black women who buy its products.,,https://www.buzzfeednews.com/article/darianharvin/jackie-aina-youtube-fenty-beauty-kim-kardashian
Elon Musk Says He Filmed PewDiePie Collab As T-Series Subscriber Race Heats Up,,https://www.tubefilter.com/2019/02/19/elon-filmed-pewdiepie-collab-t-series-race/
"Rooster Teeth Resurrects Select Machinima Series, Including ‘Inside Gaming’, In Wake Of Shutdown",,https://www.tubefilter.com/2019/02/15/rooster-teeth-resurrects-select-machinima-series/
Hulu Acquires Award-Winning Documentary About 16-Year-Old Influencer,,https://www.tubefilter.com/2019/02/14/hulu-documentary-austyn-tester/
Hulu Ad Campaign Spells Out That Its Influencers Get Paid,,https://www.wsj.com/articles/hulu-ad-campaign-spells-out-that-its-influencers-get-paid-11550228400
Hulu’s New ‘Sellouts’ Ad Campaign Tells Viewers It Pays Influencers To Endorse It,,https://www.tubefilter.com/2019/02/15/hulu-sellouts-ad-campaign-nba-all-stars/
"Snapchat Expands NHL Pact to Add Hockey Highlights, Curated Stories",,https://variety.com/2019/digital/news/snapchat-nhl-highlights-curated-stories-bitmoji-1203142471/
The New York Times quietly paused its Snapchat channel,,https://digiday.com/media/the-new-york-times-quietly-paused-its-snapchat-channel/
New Algorithm Detects Fake Online Dating Profiles,,https://futurism.com/the-byte/algorithm-detects-online-dating-scams
"Netflix Unveils Canadian Production Hub To Accommodate Projects From Guillermo Del Toro, John Green",,https://www.tubefilter.com/2019/02/20/netflix-canadian-production-hub/
Claiming for Unlawful Prophets - $50 Million Satanic Netflix Suit Settled,,https://www.lexology.com/library/detail.aspx?g=fe795212-e3b1-4f17-b2fe-6ba29c740419
Netflix's The Punisher and Jessica Jones Are Officially Cancelled,,https://io9.gizmodo.com/netflixs-the-punisher-and-jessica-jones-are-officially-1831686821
"Netflix makes it official, canceling Punisher and Jessica Jones",,https://arstechnica.com/gaming/2019/02/netflix-makes-it-official-cancelling-punisher-and-jessica-jones/
"How Dark Horse is building its own movie and TV empire out of comic books, from Netflix to a 'Hellboy' reboot",,https://www.businessinsider.com/dark-horse-movie-and-tv-netflixs-umbrella-academy-hellboy-2019-1
Netflix isn’t talking about itself like a tech company anymore,,https://qz.com/1548527/netflix-is-conditioning-investors-to-change-how-they-value-it/
"“Hollywood is now irrelevant,” says IAC Chairman Barry Diller",,https://www.recode.net/2019/2/18/18228927/barry-diller-iac-expedia-netflix-amazon-prime-hollywood-kara-swisher-recode-decode-podcast-interview
"Feeling unwelcome, Amazon ditches plans for New York hub",,https://www.reuters.com/article/us-amazon-new-york/amazon-will-abandon-plans-to-build-hq2-in-new-york-idUSKCN1Q32F9
"Facing opposition, Amazon scraps New York HQ2 plans",,https://arstechnica.com/tech-policy/2019/02/backlash-forces-amazon-to-scrap-ny-expansion/
Amazon Abandons HQ2 Campus in New York,,https://gizmodo.com/amazon-abandons-hq2-campus-in-new-york-report-1832623613
Bill de Blasio Does Not Appear to Be Taking the Amazon HQ2 Breakup Well,,https://gizmodo.com/bill-de-blasio-does-not-appear-to-be-taking-the-amazon-1832691032
Amazon’s grave HQ2 mistake: The political landscape changed but the company’s playbook didn’t,,https://www.recode.net/2019/2/15/18225316/amazon-queens-hq2-new-york-location-missed-opportunity
Amazon Launches Social Media Strategy For Massive ‘Lord Of The Rings’ Prequel,,https://www.tubefilter.com/2019/02/15/amazon-social-strategy-lord-of-the-rings/
Amazon Alexa And The Search For The One Perfect Answer,,https://www.wired.com/story/amazon-alexa-search-for-the-one-perfect-answer/
Amazon caught selling counterfeits of publisher’s computer books—again,,https://arstechnica.com/information-technology/2019/02/amazon-caught-selling-counterfeits-of-publishers-computer-books-again/
India is turning its back on Silicon Valley,,https://venturebeat.com/2019/02/16/india-is-turning-its-back-on-silicon-valley/
The Big Data Revolution Will Be Sampled: How 'Big Data' Has Come To Mean 'Small Sampled Data',,https://www.forbes.com/sites/kalevleetaru/2019/02/17/the-big-data-revolution-will-be-sampled-how-big-data-has-come-to-mean-small-sampled-data/
